top_k_percent,effective_feedback_percent,mean_best_val_macro_f1,std_best_val_macro_f1,pooled_oof_test_macro_f1
15,7.5,0.516711968237872,0.07972585585999685,0.43532340568693906
16,8.0,0.48785690645861257,0.055180521308697224,0.430216321543785
17,8.5,0.48460550881802567,0.03917492825283799,0.4203387095295151
18,9.0,0.4824608218404486,0.08076006255322339,0.44112582499202185
19,9.5,0.519318868720354,0.03554986565297304,0.44030591227242033
20,10.0,0.48237553839143227,0.04909623076158372,0.38881026937085383
21,10.5,0.4991591821299804,0.025816728226097575,0.43371896678433225
22,11.0,0.4910334241159669,0.04058043052176753,0.42090812432870583
23,11.5,0.46757003328713853,0.05867245689200704,0.37589420629880077
24,12.0,0.4780949248625088,0.02942327374785229,0.4137514741021503
25,12.5,0.46745400342533994,0.019630147091921412,0.400523022915506
26,13.0,0.5004460435176983,0.029790818990154146,0.4522765860099032
27,13.5,0.4793159741138259,0.028607941605773426,0.40846322192132256
28,14.0,0.5031566060909134,0.039603123646073636,0.4684864908290269
29,14.5,0.5007886817487042,0.03804697598650466,0.4534407394467525
30,15.0,0.497567673478034,0.024035027640338668,0.4626682068273618
31,15.5,0.512836601180014,0.029922178384108062,0.45201438152438
32,16.0,0.5195241074785344,0.03471585337437756,0.46839884415144295
33,16.5,0.49274434139150447,0.017625299877217653,0.4412019872822339
34,17.0,0.5047874143331854,0.0221399367028667,0.4402783494045629
35,17.5,0.48866453612114996,0.058325896612754426,0.42028510829254173
