top_k_percent,effective_feedback_percent,mean_best_val_macro_f1,std_best_val_macro_f1,pooled_oof_test_macro_f1
15,7.5,0.5173302613805555,0.04349749870831768,0.4985120529118412
16,8.0,0.5159582275517497,0.048908347215857524,0.5135160122363981
17,8.5,0.5131769044219188,0.04634653891369871,0.5051735207777084
18,9.0,0.515153545717245,0.04638741437922263,0.5219850565647175
19,9.5,0.5145479625389267,0.04727345370575486,0.5120679404337926
20,10.0,0.5148229915058093,0.0449615526258955,0.5074581277068855
21,10.5,0.5187101043143505,0.0496650673341902,0.5132662725361763
22,11.0,0.509794414126457,0.045346723247418036,0.48863343894262207
23,11.5,0.5115899909762572,0.0416484438604785,0.5169738543783056
24,12.0,0.5086715616713757,0.04903195063745582,0.5135908328147131
25,12.5,0.5122844897538491,0.04638355542413022,0.5108665272574712
26,13.0,0.5122836864831606,0.04636724636108361,0.4949024286081941
27,13.5,0.5165140418503879,0.048092947319393,0.5187903792934299
28,14.0,0.5134912117649642,0.04533874347995476,0.5194987071834893
29,14.5,0.5086338832464847,0.05136723431101195,0.49205721608992037
30,15.0,0.5065226976919258,0.05372033186780577,0.5062575905381185
31,15.5,0.5062090926615531,0.05135556526964582,0.49738426010925685
32,16.0,0.5122089156553872,0.04758987505876375,0.5106044465606373
33,16.5,0.5116603780334845,0.046252242586838084,0.5076996089040207
34,17.0,0.515888718244079,0.04890681243350825,0.5031697129524539
35,17.5,0.5115175087398384,0.047825906698399194,0.5017567370158227
