top_k_percent,effective_feedback_percent,mean_best_val_macro_f1,std_best_val_macro_f1,pooled_oof_test_macro_f1
15,7.5,0.8287953587665766,0.02336709878722717,0.8280622557471341
16,8.0,0.8287953587665766,0.02336709878722717,0.8230050488031347
17,8.5,0.8272908453915878,0.024332370546916633,0.8213755907179736
18,9.0,0.8272908453915878,0.024332370546916633,0.8236252047848034
19,9.5,0.8283711163423343,0.02398000592389907,0.8289069742914569
20,10.0,0.8262259631153397,0.025211059009211383,0.8236744412926862
21,10.5,0.8266901323791102,0.025024877425740902,0.8233334381438709
22,11.0,0.8271143748033525,0.024467353784553357,0.8245854654997853
23,11.5,0.8229348098241864,0.028675673737527267,0.8241167607305444
24,12.0,0.8282670800127037,0.026311226367304843,0.8362836166638706
25,12.5,0.8294625162899812,0.028474751163426622,0.8439932634259868
26,13.0,0.8279130058254003,0.023892012990359947,0.8239449290732968
27,13.5,0.8282602088706001,0.025269200455706707,0.8230001615917233
28,14.0,0.8296329595902456,0.021938261215347865,0.8323153364736552
29,14.5,0.8284528156887395,0.024106460024580233,0.8386597337285349
30,15.0,0.8275118870024535,0.025974882271187914,0.8392840080403087
31,15.5,0.827917665792763,0.025947369367055217,0.8331153653849629
32,16.0,0.8280477905699465,0.025633995454668487,0.8296012973270237
33,16.5,0.8288784702480839,0.026085198443843622,0.8350078869458079
34,17.0,0.8277553645325775,0.025066959847635392,0.8294858728541772
35,17.5,0.8277005875247466,0.024221581382756246,0.8319607604146455
